

Test Vectors (password, salt, output) with t_cost=4 and m_cost=16
0000000000000000000000002700000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,C0433F5FA5ABD2B619C053C22B875975966CA0BF86E5D8A1787D2BE6385415E0
0000000000000000000000002800000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,15A07CFBE8775242587B4FA48DA21578844C926D0F6C7DA6A2C81CCE35417292
0000000000000000000000002900000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,92F60A6C8A96053C29F9AB54E8885B3CEB04B3825E5394695D7BD7C54D70CCBA
0000000000000000000000002A00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,680CD707F1DEB531EAE2FD62EB53ACF1DAFADA469D5655A03AEF9208BD7CA537
0000000000000000000000002B00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,5BA73770AB66E56415F5636333479BA4C8CAF92F47FF2A13BCCC62F79146C0FE
0000000000000000000000002C00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,19EAFF8C1891647C317B641B60C5F00D38C314827C1C37870993011B6402DC4C
0000000000000000000000002D00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,C74C63C08A17FDAE534E19C1AB07A5E030DCA9F65DD0C03A7C10C856EB0719B8
0000000000000000000000002E00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0BC2659A6C239E45A5A3E03F69F7AA404B9256C133DEC434EAC70132D2A79787
0000000000000000000000002F00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,227B965A569EDC91D9A1C6591193E5B4DB9EE5E1E9754EB29FEACC20DA1DA91A
0000000000000000000000003000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,C2BFF740FE1F54FD2A0E576E2D0A8E6CDDF8A89DD4EFC8ABA7EA8F73074D20B9
0000000000000000000000003100000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ACDFA5CF75F5CBB2B1AAB9465A527C3F5337FBFB24E0F153B708581AA983DF58
0000000000000000000000003200000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,FE75E889E18A1176C808129952BCE14C66F06B9CF9A8037AA5381BF25D83191E
0000000000000000000000003300000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,E22815E9D48235FBFE1FC8DB57116F7FE9F3331C1AD3C4FE198F7D31601CC4E0
0000000000000000000000003400000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,52702887ECC8728A1581126539E97B9F5D764ECE736F1789406887269301FBA9
0000000000000000000000003500000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0AEC43275146DD4A3DDF8DB084D1E34C655DCFBB3625901FC8CCEC909C0005DE
0000000000000000000000003600000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,AC487EB83B151AC234DD436CCC509F1FB4003B548E8105ACEA827BCECF317E59
0000000000000000000000003700000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,A4AFFAC26BD858B1C3A33D54F77620C83B200ADB83CA3DC47E57D94FCA6116E4
0000000000000000000000003800000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,E414AEAFB954A8990D9DCDA9AAB512E4CDE77D42EF55E8A48F75C0A806B238B0
0000000000000000000000003900000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,343B89AA0ACDAF4A34A421EB307BEBA046B1B960C9D7CA1470C68BB2702AF2BF
0000000000000000000000003A00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,BDC3382E607AA2F0EA5641CCB90DC3EE15C4A508CDE39DEAEE416C1B5A0BCC80
0000000000000000000000003B00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,25613A16ABD0D5D6E88F5B6B3F6E24FE118000EEFB5B0F097079DD535D13324B
0000000000000000000000003C00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,22547F33C98ABC9E5DCD984E3FEE8AEDD4844966A156EB3D20B80183B544B26B
0000000000000000000000003D00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,A1023EF0192BAA861492B8CF5DEA2A5C4644D9AE5249A748911BD09C5A01CAD5
0000000000000000000000003E00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0989E8B853581CCDBD055E2F310274A15F6503E64EB62CDB5E8F8D820A9FE758
0000000000000000000000003F00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,1BF64B5E2AB9928CBA0317DC713E25EA7AA7F1AA8A1E02108CBED5A3A4B85C95
0000000000000000000000004000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,72C15D0C6F6CCF2B9B2D15B4AC8BD1C751C225BEF739B97D8AF7DC2F4D9002AE
0000000000000000000000004100000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,C9A140C68C051159D8D7F34FCADDD4A3A43A74B96B06840DC762D8B6D9F3D0CD
0000000000000000000000004200000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,58897B99076B94CE6E8CFD5768A0530B8C80FBAB4F1F3F88BD143F6FD7962021
0000000000000000000000004300000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,BA27EDDC6189CE2EA9BBDE7F1B99AD4028337FAA96BE2728A1638AD6DF7F8F1B
0000000000000000000000004400000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,2D4D72326EB1940FF06EB9BD4B1DCA11635625D742973EF528A4296A69EBAB5A
0000000000000000000000004500000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,512E7CE958F3DFD0CB636428AF6B2D973764F60FA34F378E384F119E5F19BB33
0000000000000000000000004600000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,951C7824DCFD61862D70412E932827EBAE72D8358C580BF6F628A66850FF4527
0000000000000000000000004700000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,EA646AF18352360C43EDC1E10C74EED15AD12127012EF9E166D1438649E3104A
0000000000000000000000004800000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,CED094760525D2352D72268F56767460275F65A67A5E56616B5654EA72019EB8
0000000000000000000000004900000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,FEA27D27A24C174B541EBA10AFE8F78BE2B5E56BFE4BA6227626B358F278803E
0000000000000000000000004A00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,02C0837BB9EB1624E8EB52F87FAF10B62DA439C8C0874DADA3AA8F877B78EA33
0000000000000000000000004B00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,39C4C7A44E7D52459BB52DAC6DCC479AB1ACAE3B9B69953C18A9C7A08B2708C9
0000000000000000000000004C00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,6EF919E5231140221177AF104C7B8EBB6220877AFEBF483274284230FB744580
0000000000000000000000004D00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,3D857CD9F0FE2D3B0F75CAB371185A4F63BCC05E3CA32FF12F85FAB4885784C3
0000000000000000000000004E00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,CC4F1E6DC38E4F9BFEBB2131D4ACEC44B418052FF624B4DC92F9E90B91E928A1
0000000000000000000000004F00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,822C5CAA2F52AC111D92B2966A2C20FE834FFCB4B111532788A246AD9A01AB77
0000000000000000000000005000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,107F44275F9CD11A537D5A44EBE0352E3DE0BDDEBA636F51F37B426F3FD9324F
0000000000000000000000005100000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,63E29B5EBC96416494A086CFEEE70C1A182784D64336B3A46D8A08B68A5DDC67
0000000000000000000000005200000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,9AFDE698C4452264A2961B10D8566D30E6372D15DC8205F331204FFB07691210
0000000000000000000000005300000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,4182B7D2F95A6B9616BC1D81400E97F5B4633692ACD8ECF35A4F03097446CE3E
0000000000000000000000005400000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,F4BB9996EF594F89102DC430B42258AD788261EA3B78F199D3A35E48DA3E9A78
0000000000000000000000005500000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,DF101FFDEFE536F2B52A4AE42E06F15893179ED8BFF191A7E80A97C71BDDACAA
0000000000000000000000005600000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,DDA91C37E31079C1B05F3136DCF3EE177EEFB57DCAF460D0BCF7BB9EB6A45310
0000000000000000000000005700000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,F21A9411C1682AE58F5B82B60EEB8682739C2FF1F3AEE3F6DC4A2288F8E4B974
0000000000000000000000005800000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0D8B197088D1A29ECEE0F1BA20D6817DB559FD6EFBDEE8B33DD739F263196E51
0000000000000000000000005900000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,03239C26D05A9CFC9FDDD6AE406D21021D9B070CEB874454FD8C74D695CB7992
0000000000000000000000005A00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,FFC9E0451523C9BAB0FAC67C4D9EEB2CD2F0ECC22795F8CA0CBC72BC2694C487
0000000000000000000000005B00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,C8DC5BEC411338070D70CA7F7709E0712FF720AE284ECB9CC6CAAACE5909FCEE
0000000000000000000000005C00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,9EE59F5B968CAFCA7293C6712593B484EFED3279766ACD641E2285AFE8830438
0000000000000000000000005D00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,DF9D96C69817632C1D2E18C46676668884D4AEB6A0AB6A1A83291ED563969D4B
0000000000000000000000005E00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,D453AC346D3BBED80BF43548EA38FC73BD74CE2A6BAA81B996DA56E46918F792
0000000000000000000000005F00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,002C41EFF2BEE6038CE9BFD37754BBCA9F017413E947DD3391B7C4437CAA006D
0000000000000000000000006000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,BFE1E39A51DF6DF17033B4BB85E2DAF49C2A445D85D01BFAEA113C881651334D
0000000000000000000000006100000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,0AEC7C16E9330AE64B97161360520800499FFC8DEC532D1185DBDE6D745CF3A5
0000000000000000000000006200000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,66FA54AA250009DA79DE49305C87716A04C3EBE4A2085CFC0741106709138429
0000000000000000000000006300000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,FC19A0EECCC12E8EFABFC55E2FF350483F745800DD7E72F2EE48D1AB7EF08E79
0000000000000000000000006400000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,93C29F865A8A135016F6A1A24113B0BD728C0F8B4CF2F1C6976E988B75156570
0000000000000000000000006500000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,9B71B63F6519119774C242080A75FCBE4879769EADCC63CF816AB37C08273C1A
0000000000000000000000006600000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,D15146B4EF592D394DE26CED1CBA9A119830D40B7F17B4ECF6D892893BE389C8
0000000000000000000000006700000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,392C7070A052C52CEDEFB1F49B097A4A1CCDE41C3EA6E9B05F04DAA0C691CBEF
0000000000000000000000006800000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,2ED4E1E45209A8372FB33A8514DB84BF43A1B053194A87A6966098D232218917
0000000000000000000000006900000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,E4A6B6CA12DB615B8B1319F805C0CFE5B92AA94A874E961C1CCC51C728AB0C8A
0000000000000000000000006A00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,3C632C2E7AA9B18F8D28CD2DA775E28DBF763D025B9824868063B0F7DFAE9425
0000000000000000000000006B00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,66213BFB5A4FBA38A50E58B062472C12531580A0984E8A8A468C1B6FD7FC899B
0000000000000000000000006C00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,5624FB1253AAE3A0CBA6E1DE597CA546B29497F9346ADBB0B47BAF73DC77E294
0000000000000000000000006D00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,6B6EC5810BD7FFFEEC3F132F7AE0CB24E8593416274A2870FC02C40676F51723
0000000000000000000000006E00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,FBB91C533059D87CA12E13B619B28AD96D0BEEBD04C01758F4AB16A7F826356F
0000000000000000000000006F00000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,9AF7D2EAC12E19D8F5E37D5784843D759D21C769635252A66F18E8CC4AE3D731
0000000000000000000000007000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,A9188FD7F4FED727536885D51D4BDD463FCA68033FD0C50BF5DDC06DD7689098
0000000000000000000000007100000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,8E7BBA9B154E83AC07FE601C8D73B615BB8DE4544A93DB8CF42E0B11188F3329
0000000000000000000000007200000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,5950ACE8E6AF84250F3832411E58407BA07B7D6F783309BA4349A033BFBAAEB3
0000000000000000000000007300000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,3806EAE4DF46295432B8E76A6E71549399B35B5DFF4BA9FE78E69824997B11F9
0000000000000000000000007400000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,B5C9C8452DF9EBDF2BB8B4B9544B63B7E0AD5CFA0C5F2F6720BFEDAFF3A78FF9
0000000000000000000000007500000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,E2045362E2F7C89E3FB393CCDF40D47FA59EA36CECE2F9AE5FE89C55AB396586
0000000000000000000000007600000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,60EDE0CAECD2188093DCEC1EF54BED793ECE34EF1BB6023ECC287346A36AAD4E
